identifiant,timestamp,timestamp_string,nombre_impressions,prix_impression,prix_total,achat,budget_depense,bt,cible
1820,1593176557,06-26-2020 15:02:37,10,1,10,0,2010,0.05948089401586157,0.05952380952380952
1821,1593176566,06-26-2020 15:02:46,3,1,3,0,2010,0.059513074842200184,0.05952380952380952
1822,1593176575,06-26-2020 15:02:55,3,1,3,1,2013,0.059545290508841574,0.05952380952380952
1823,1593177520,06-26-2020 15:18:40,0,1,0,1,2013,0.06294241438683758,0.05952380952380952
1824,1593177531,06-26-2020 15:18:51,4,1,4,1,2017,0.0629865985960434,0.05952380952380952
1825,1593177539,06-26-2020 15:18:59,9,1,9,1,2026,0.06276337632486273,0.05952380952380952
1826,1593177545,06-26-2020 15:19:05,2,1,2,1,2028,0.062212570260602965,0.05952380952380952
1827,1593177552,06-26-2020 15:19:12,3,1,3,1,2031,0.06211259505399706,0.05952380952380952
1828,1593177560,06-26-2020 15:19:20,4,1,4,1,2035,0.06195256057796816,0.05952380952380952
1829,1593177569,06-26-2020 15:19:29,1,1,1,1,2036,0.06173234390992835,0.05952380952380952
1830,1593177577,06-26-2020 15:19:37,0,1,0,1,2036,0.06169994879672299,0.05952380952380952
1831,1593177582,06-26-2020 15:19:42,5,1,5,1,2041,0.061719700364940136,0.05952380952380952
1832,1593177591,06-26-2020 15:19:51,2,1,2,1,2043,0.06143497757847534,0.05952380952380952
1833,1593177592,06-26-2020 15:19:52,0,1,0,1,2043,0.0613107822410148,0.05952380952380952
1834,1593177604,06-26-2020 15:20:04,0,1,0,1,2043,0.06135795345258704,0.05952380952380952
1835,1593177614,06-26-2020 15:20:14,3,1,3,1,2046,0.061397318278052226,0.05952380952380952
1836,1593177625,06-26-2020 15:20:25,4,1,4,1,2050,0.061248073959938365,0.05952380952380952
1837,1593177634,06-26-2020 15:20:34,0,1,0,1,2050,0.061026530481146014,0.05952380952380952
1838,1593177647,06-26-2020 15:20:47,10,1,10,1,2060,0.06107753632506108,0.05952380952380952
1839,1593177656,06-26-2020 15:20:56,3,1,3,1,2063,0.06046960437439691,0.05952380952380952
1840,1593177662,06-26-2020 15:21:02,0,1,0,1,2063,0.06029989059785057,0.05952380952380952
1841,1593177667,06-26-2020 15:21:07,6,1,6,1,2069,0.0603192996008755,0.05952380952380952
1842,1593177677,06-26-2020 15:21:17,0,1,0,1,2069,0.059971656789487245,0.05952380952380952
1843,1593177686,06-26-2020 15:21:26,1,1,1,1,2070,0.06000644537544312,0.05952380952380952
1844,1593177693,06-26-2020 15:21:33,1,1,1,1,2071,0.05996904823316997,0.05952380952380952
1845,1593177706,06-26-2020 15:21:46,5,1,5,1,2076,0.05995482413681833,0.05952380952380952
1846,1593177718,06-26-2020 15:21:58,2,1,2,1,2078,0.05967835690757605,0.05952380952380952
1847,1593177732,06-26-2020 15:22:12,6,1,6,1,2084,0.059603077121985905,0.05952380952380952
1848,1593178720,06-26-2020 15:38:40,1,1,1,1,2085,0.06325530004833921,0.05952380952380952
1849,1593178733,06-26-2020 15:38:53,2,1,2,1,2087,0.06324301907658281,0.05952380952380952
1850,1593178738,06-26-2020 15:38:58,1,1,1,1,2088,0.06312659890755722,0.05952380952380952
1851,1593178746,06-26-2020 15:39:06,4,1,4,1,2092,0.06309235558630231,0.05952380952380952
1852,1593178757,06-26-2020 15:39:17,0,1,0,1,2092,0.0628634727222376,0.05952380952380952
1853,1593178766,06-26-2020 15:39:26,2,1,2,1,2094,0.0629026671285071,0.05952380952380952
1854,1593178777,06-26-2020 15:39:37,3,1,3,1,2097,0.06281198003327787,0.05952380952380952
1855,1593178784,06-26-2020 15:39:44,0,1,0,1,2097,0.06263438995630159,0.05952380952380952
1856,1593178788,06-26-2020 15:39:48,2,1,2,1,2099,0.0626517727051967,0.05952380952380952
1857,1593178793,06-26-2020 15:39:53,4,1,4,1,2103,0.06253470294280955,0.05952380952380952
1858,1593178801,06-26-2020 15:40:01,1,1,1,1,2104,0.06229166666666667,0.05952380952380952
1859,1593178804,06-26-2020 15:40:04,0,1,0,1,2104,0.062235187886365215,0.05952380952380952
1860,1593178810,06-26-2020 15:40:10,1,1,1,1,2105,0.06226113543186714,0.05952380952380952
1861,1593178816,06-26-2020 15:40:16,11,1,11,1,2116,0.06221758776503302,0.05952380952380952
1862,1593178822,06-26-2020 15:40:22,3,1,3,1,2119,0.061478545100493776,0.05952380952380952
1863,1593178834,06-26-2020 15:40:34,2,1,2,1,2121,0.06132108303751653,0.05952380952380952
1864,1593178841,06-26-2020 15:40:41,2,1,2,1,2123,0.06121169916434541,0.05952380952380952
1865,1593178847,06-26-2020 15:40:47,4,1,4,1,2127,0.06109795179044169,0.05952380952380952
1866,1593178857,06-26-2020 15:40:57,6,1,6,1,2133,0.060861684327942,0.05952380952380952
1867,1593178862,06-26-2020 15:41:02,5,1,5,1,2138,0.06046446753609038,0.05952380952380952
1868,1593178869,06-26-2020 15:41:09,4,1,4,1,2142,0.060145129779514375,0.05952380952380952
1869,1593178877,06-26-2020 15:41:17,4,1,4,1,2146,0.059899469421949174,0.05952380952380952
1870,1593178883,06-26-2020 15:41:23,4,1,4,1,2150,0.059645201843832936,0.05952380952380952
1871,1593178888,06-26-2020 15:41:28,1,1,1,0,2150,0.05938657164815203,0.05952380952380952
1872,1593178893,06-26-2020 15:41:33,2,1,2,0,2150,0.059407324573665085,0.05952380952380952
1873,1593178903,06-26-2020 15:41:43,1,1,1,0,2150,0.05944887396838719,0.05952380952380952
1874,1593178912,06-26-2020 15:41:52,4,1,4,0,2150,0.05948631814682623,0.05952380952380952
1875,1593178915,06-26-2020 15:41:55,0,1,0,0,2150,0.059498810023799524,0.05952380952380952
1876,1593178926,06-26-2020 15:42:06,8,1,8,1,2158,0.0595446584938704,0.05952380952380952
1877,1593178928,06-26-2020 15:42:08,3,1,3,0,2158,0.05899250332796189,0.05952380952380952
1878,1593178934,06-26-2020 15:42:14,4,1,4,0,2158,0.05901731267961029,0.05952380952380952
1879,1593178937,06-26-2020 15:42:17,1,1,1,0,2158,0.05902972518227706,0.05952380952380952
1880,1593178946,06-26-2020 15:42:26,1,1,1,0,2158,0.05906699403717994,0.05952380952380952
1881,1593178955,06-26-2020 15:42:35,6,1,6,0,2158,0.059104309981749266,0.05952380952380952
1882,1593178965,06-26-2020 15:42:45,5,1,5,0,2158,0.05914582747962911,0.05952380952380952
1883,1593178975,06-26-2020 15:42:55,2,1,2,0,2158,0.059187403345986225,0.05952380952380952
1884,1593178981,06-26-2020 15:43:01,7,1,7,0,2158,0.05921237693389592,0.05952380952380952
1885,1593178991,06-26-2020 15:43:11,8,1,8,0,2158,0.05925404644616467,0.05952380952380952
1886,1593178999,06-26-2020 15:43:19,2,1,2,0,2158,0.059287424306435715,0.05952380952380952
1887,1593179007,06-26-2020 15:43:27,3,1,3,0,2158,0.05932083979146118,0.05952380952380952
1888,1593179010,06-26-2020 15:43:30,6,1,6,0,2158,0.05933338031146501,0.05952380952380952
1889,1593179017,06-26-2020 15:43:37,3,1,3,0,2158,0.05936266215454033,0.05952380952380952
1890,1593179024,06-26-2020 15:43:44,5,1,5,0,2158,0.05939197291387459,0.05952380952380952
1891,1593179029,06-26-2020 15:43:49,5,1,5,0,2158,0.059412926898108946,0.05952380952380952
1892,1593179033,06-26-2020 15:43:53,4,1,4,0,2158,0.05942970073404856,0.05952380952380952
1893,1593179043,06-26-2020 15:44:03,0,1,0,0,2158,0.05947167679050713,0.05952380952380952
1894,1593179054,06-26-2020 15:44:14,4,1,4,0,2158,0.05951791899342617,0.05952380952380952
1895,1593179058,06-26-2020 15:44:18,2,1,2,1,2160,0.05953475217422046,0.05952380952380952
1896,1593179065,06-26-2020 15:44:25,7,1,7,0,2160,0.059422750424448216,0.05952380952380952
1897,1593179071,06-26-2020 15:44:31,5,1,5,0,2160,0.059447983014861996,0.05952380952380952
1898,1593179076,06-26-2020 15:44:36,5,1,5,0,2160,0.05946902654867257,0.05952380952380952
1899,1593179081,06-26-2020 15:44:41,4,1,4,0,2160,0.059490084985835696,0.05952380952380952
1900,1593179088,06-26-2020 15:44:48,2,1,2,0,2160,0.05951959186565578,0.05952380952380952
1901,1593179102,06-26-2020 15:45:02,5,1,5,1,2165,0.05957869352436343,0.05952380952380952
1902,1593179108,06-26-2020 15:45:08,5,1,5,0,2165,0.05924927268856879,0.05952380952380952
1903,1593179116,06-26-2020 15:45:16,3,1,3,0,2165,0.059282925097621585,0.05952380952380952
1904,1593179121,06-26-2020 15:45:21,2,1,2,0,2165,0.05930397727272727,0.05952380952380952
1905,1593179130,06-26-2020 15:45:30,0,1,0,0,2165,0.05934190889062611,0.05952380952380952
1906,1593179139,06-26-2020 15:45:39,5,1,5,0,2165,0.05937988906272223,0.05952380952380952
1907,1593179146,06-26-2020 15:45:46,5,1,5,0,2165,0.05940946282461757,0.05952380952380952
1908,1593179153,06-26-2020 15:45:53,1,1,1,0,2165,0.05943906605922551,0.05952380952380952
1909,1593179165,06-26-2020 15:46:05,3,1,3,0,2165,0.05948988315759476,0.05952380952380952
1910,1593179172,06-26-2020 15:46:12,1,1,1,0,2165,0.05951956661201796,0.05952380952380952
1911,1593179180,06-26-2020 15:46:20,8,1,8,1,2173,0.059553526852578274,0.05952380952380952
1912,1593179188,06-26-2020 15:46:28,7,1,7,0,2173,0.05901662741739813,0.05952380952380952
1913,1593179193,06-26-2020 15:46:33,7,1,7,0,2173,0.05903769274700171,0.05952380952380952
1914,1593179197,06-26-2020 15:46:37,1,1,1,0,2173,0.05905455584118823,0.05952380952380952
1915,1593179205,06-26-2020 15:46:45,0,1,0,0,2173,0.059088310945984567,0.05952380952380952
1916,1593179210,06-26-2020 15:46:50,2,1,2,0,2173,0.059109427489100135,0.05952380952380952
1917,1593179215,06-26-2020 15:46:55,4,1,4,0,2173,0.05913055913055913,0.05952380952380952
1918,1593179220,06-26-2020 15:47:00,6,1,6,0,2173,0.05915170588656033,0.05952380952380952
1919,1593179226,06-26-2020 15:47:06,3,1,3,0,2173,0.05917710196779964,0.05952380952380952
1920,1593179243,06-26-2020 15:47:23,9,1,9,0,2173,0.059249176099727754,0.05952380952380952
1921,1593179254,06-26-2020 15:47:34,5,1,5,0,2173,0.059295905929590595,0.05952380952380952
1922,1593179262,06-26-2020 15:47:42,6,1,6,0,2173,0.05932993758519262,0.05952380952380952
1923,1593179267,06-26-2020 15:47:47,9,1,9,0,2173,0.0593512272140089,0.05952380952380952
1924,1593179273,06-26-2020 15:47:53,4,1,4,0,2173,0.05937679494543366,0.05952380952380952
1925,1593179281,06-26-2020 15:48:01,3,1,3,0,2173,0.05941091954022989,0.05952380952380952
1926,1593179293,06-26-2020 15:48:13,2,1,2,0,2173,0.059462180040264594,0.05952380952380952
1927,1593179299,06-26-2020 15:48:19,5,1,5,0,2173,0.05948784347575888,0.05952380952380952
1928,1593179304,06-26-2020 15:48:24,1,1,1,0,2173,0.05950924659998561,0.05952380952380952
1929,1593179309,06-26-2020 15:48:29,4,1,4,1,2177,0.05953066513101065,0.05952380952380952
1930,1593179319,06-26-2020 15:48:39,9,1,9,0,2177,0.059285405561158334,0.05952380952380952
1931,1593179329,06-26-2020 15:48:49,5,1,5,0,2177,0.05932814302191465,0.05952380952380952
1932,1593179334,06-26-2020 15:48:54,3,1,3,0,2177,0.05934953486695031,0.05952380952380952
1933,1593179341,06-26-2020 15:49:01,0,1,0,0,2177,0.05937950937950938,0.05952380952380952
1934,1593179345,06-26-2020 15:49:05,5,1,5,0,2177,0.05939665127020785,0.05952380952380952
1935,1593179353,06-26-2020 15:49:13,4,1,4,0,2177,0.05943096476025419,0.05952380952380952
1936,1593179360,06-26-2020 15:49:20,6,1,6,0,2177,0.05946102160248537,0.05952380952380952
1937,1593179368,06-26-2020 15:49:28,1,1,1,0,2177,0.059495409527940434,0.05952380952380952
1938,1593179376,06-26-2020 15:49:36,3,1,3,1,2180,0.05952983725135624,0.05952380952380952
1939,1593179381,06-26-2020 15:49:41,2,1,2,0,2180,0.059334298118668596,0.05952380952380952
1940,1593179387,06-26-2020 15:49:47,9,1,9,0,2180,0.059360069494715506,0.05952380952380952
1941,1593179396,06-26-2020 15:49:56,4,1,4,0,2180,0.05939876856211518,0.05952380952380952
1942,1593179407,06-26-2020 15:50:07,4,1,4,0,2180,0.05944613600115992,0.05952380952380952
1943,1593179416,06-26-2020 15:50:16,3,1,3,0,2180,0.05948494740660138,0.05952380952380952
1944,1593179422,06-26-2020 15:50:22,1,1,1,0,2180,0.05951084984396546,0.05952380952380952
1945,1593179426,06-26-2020 15:50:26,10,1,10,1,2190,0.05952813067150635,0.05952380952380952
1946,1593179433,06-26-2020 15:50:33,3,1,3,0,2190,0.05883207437536316,0.05952380952380952
1947,1593179444,06-26-2020 15:50:44,2,1,2,0,2190,0.058879116086356036,0.05952380952380952
1948,1593179452,06-26-2020 15:50:52,3,1,3,0,2190,0.058913375518219506,0.05952380952380952
1949,1593179456,06-26-2020 15:50:56,3,1,3,0,2190,0.058930520189159695,0.05952380952380952
1950,1593179462,06-26-2020 15:51:02,1,1,1,0,2190,0.05895625591382197,0.05952380952380952
1951,1593179469,06-26-2020 15:51:09,2,1,2,0,2190,0.05898630935042237,0.05952380952380952
1952,1593179477,06-26-2020 15:51:17,5,1,5,0,2190,0.05902069367531332,0.05952380952380952
1953,1593179490,06-26-2020 15:51:30,3,1,3,0,2190,0.05907665378163518,0.05952380952380952
1954,1593179492,06-26-2020 15:51:32,3,1,3,0,2190,0.05908527244875629,0.05952380952380952
1955,1593179497,06-26-2020 15:51:37,2,1,2,0,2190,0.05910683012259194,0.05952380952380952
1956,1593179501,06-26-2020 15:51:41,6,1,6,0,2190,0.059124087591240874,0.05952380952380952
1957,1593179509,06-26-2020 15:51:49,3,1,3,0,2190,0.05915863277826468,0.05952380952380952
1958,1593179514,06-26-2020 15:51:54,5,1,5,0,2190,0.05918024402717908,0.05952380952380952
1959,1593179524,06-26-2020 15:52:04,5,1,5,0,2190,0.05922351392849309,0.05952380952380952
1960,1593179531,06-26-2020 15:52:11,3,1,3,0,2190,0.0592538405267008,0.05952380952380952
1961,1593179537,06-26-2020 15:52:17,3,1,3,0,2190,0.05927985948477752,0.05952380952380952
1962,1593179542,06-26-2020 15:52:22,4,1,4,0,2190,0.05930155941137712,0.05952380952380952
1963,1593179552,06-26-2020 15:52:32,2,1,2,0,2190,0.05934500696021686,0.05952380952380952
1964,1593179562,06-26-2020 15:52:42,0,1,0,0,2190,0.05938851821981084,0.05952380952380952
1965,1593179574,06-26-2020 15:52:54,2,1,2,0,2190,0.05944081602700521,0.05952380952380952
1966,1593179582,06-26-2020 15:53:02,4,1,4,0,2190,0.059475732432630886,0.05952380952380952
1967,1593179595,06-26-2020 15:53:15,3,1,3,1,2193,0.05953255916507423,0.05952380952380952
1968,1593179600,06-26-2020 15:53:20,3,1,3,0,2193,0.05933387250937431,0.05952380952380952
1969,1593179607,06-26-2020 15:53:27,1,1,1,0,2193,0.05936442548183022,0.05952380952380952
1970,1593179614,06-26-2020 15:53:34,0,1,0,0,2193,0.059395009935968204,0.05952380952380952
1971,1593179621,06-26-2020 15:53:41,6,1,6,0,2193,0.05942562592047128,0.05952380952380952
1972,1593179631,06-26-2020 15:53:51,0,1,0,0,2193,0.059469417833456155,0.05952380952380952
1973,1593179637,06-26-2020 15:53:57,3,1,3,0,2193,0.059495723975228544,0.05952380952380952
1974,1593179644,06-26-2020 15:54:04,2,1,2,1,2195,0.05952644390351848,0.05952380952380952
1975,1593179651,06-26-2020 15:54:11,0,1,0,0,2195,0.05940959409594096,0.05952380952380952
1976,1593179656,06-26-2020 15:54:16,13,1,13,0,2195,0.059431524547803614,0.05952380952380952
1977,1593179666,06-26-2020 15:54:26,1,1,1,0,2195,0.059475434059844845,0.05952380952380952
1978,1593179674,06-26-2020 15:54:34,2,1,2,0,2195,0.05951060841280402,0.05952380952380952
1979,1593179675,06-26-2020 15:54:35,1,1,1,0,2195,0.059515008132485586,0.05952380952380952
1980,1593179679,06-26-2020 15:54:39,7,1,7,1,2202,0.05953261351871025,0.05952380952380952
1981,1593179688,06-26-2020 15:54:48,2,1,2,0,2202,0.05905424406127433,0.05952380952380952
1982,1593179692,06-26-2020 15:54:52,4,1,4,0,2202,0.05907172995780591,0.05952380952380952
1983,1593179702,06-26-2020 15:55:02,2,1,2,0,2202,0.059115490036298984,0.05952380952380952
1984,1593179709,06-26-2020 15:55:09,6,1,6,0,2202,0.059146160687815,0.05952380952380952
1985,1593179717,06-26-2020 15:55:17,1,1,1,0,2202,0.059181251854049245,0.05952380952380952
1986,1593179728,06-26-2020 15:55:28,9,1,9,0,2202,0.05922957025161434,0.05952380952380952
1987,1593179736,06-26-2020 15:55:36,3,1,3,0,2202,0.059264760490159676,0.05952380952380952
1988,1593179744,06-26-2020 15:55:44,4,1,4,0,2202,0.05929999256892324,0.05952380952380952
1989,1593179750,06-26-2020 15:55:50,3,1,3,0,2202,0.05932644413054791,0.05952380952380952
1990,1593179754,06-26-2020 15:55:54,1,1,1,0,2202,0.059344091618948464,0.05952380952380952
1991,1593179763,06-26-2020 15:56:03,5,1,5,0,2202,0.05938383688048817,0.05952380952380952
1992,1593179769,06-26-2020 15:56:09,1,1,1,0,2202,0.059410363311494935,0.05952380952380952
1993,1593179779,06-26-2020 15:56:19,2,1,2,0,2202,0.05945462673223067,0.05952380952380952
1994,1593179786,06-26-2020 15:56:26,3,1,3,0,2202,0.059485650391352965,0.05952380952380952
1995,1593179791,06-26-2020 15:56:31,0,1,0,0,2202,0.059507829977628636,0.05952380952380952
1996,1593179795,06-26-2020 15:56:35,6,1,6,1,2208,0.05952558555870506,0.05952380952380952
1997,1593179804,06-26-2020 15:56:44,3,1,3,0,2208,0.059117712920803166,0.05952380952380952
1998,1593179809,06-26-2020 15:56:49,2,1,2,0,2208,0.05913978494623656,0.05952380952380952
1999,1593179817,06-26-2020 15:56:57,2,1,2,0,2208,0.05917513448894202,0.05952380952380952
2000,1593179819,06-26-2020 15:56:59,1,1,1,0,2208,0.05918397847855328,0.05952380952380952
2001,1593179826,06-26-2020 15:57:06,4,1,4,0,2208,0.059214953271028034,0.05952380952380952
2002,1593179830,06-26-2020 15:57:10,5,1,5,0,2208,0.059232667713708775,0.05952380952380952
2003,1593179832,06-26-2020 15:57:12,4,1,4,0,2208,0.059241528910165306,0.05952380952380952
2004,1593179842,06-26-2020 15:57:22,5,1,5,0,2208,0.0592858746912194,0.05952380952380952
2005,1593179848,06-26-2020 15:57:28,2,1,2,0,2208,0.05931251404178836,0.05952380952380952
2006,1593179851,06-26-2020 15:57:31,5,1,5,0,2208,0.059325842696629216,0.05952380952380952
2007,1593179855,06-26-2020 15:57:35,2,1,2,0,2208,0.05934362355762026,0.05952380952380952
2008,1593179861,06-26-2020 15:57:41,4,1,4,0,2208,0.05937031484257871,0.05952380952380952
2009,1593179868,06-26-2020 15:57:48,5,1,5,0,2208,0.05940148503712593,0.05952380952380952
2010,1593179873,06-26-2020 15:57:53,7,1,7,0,2208,0.05942376950780312,0.05952380952380952
2011,1593179886,06-26-2020 15:58:06,1,1,1,0,2208,0.05948178745775441,0.05952380952380952
2012,1593179894,06-26-2020 15:58:14,3,1,3,0,2208,0.05951754715563237,0.05952380952380952
2013,1593179897,06-26-2020 15:58:17,1,1,1,1,2209,0.05953096812988575,0.05952380952380952
2014,1593179905,06-26-2020 15:58:25,2,1,2,0,2209,0.05949157641395909,0.05952380952380952
2015,1593179909,06-26-2020 15:58:29,3,1,3,0,2209,0.0595094793860969,0.05952380952380952
2016,1593179917,06-26-2020 15:58:37,3,1,3,1,2212,0.05954531767539897,0.05952380952380952
2017,1593179926,06-26-2020 15:58:46,3,1,3,0,2212,0.05935969868173258,0.05952380952380952
2018,1593179932,06-26-2020 15:58:52,1,1,1,0,2212,0.059386540055769085,0.05952380952380952
2019,1593179941,06-26-2020 15:59:01,4,1,4,0,2212,0.05942684766214178,0.05952380952380952
2020,1593179947,06-26-2020 15:59:07,1,1,1,0,2212,0.059453749811377694,0.05952380952380952
2021,1593179950,06-26-2020 15:59:10,5,1,5,0,2212,0.05946721002188514,0.05952380952380952
2022,1593179955,06-26-2020 15:59:15,1,1,1,0,2212,0.05948965725502038,0.05952380952380952
2023,1593179958,06-26-2020 15:59:18,2,1,2,0,2212,0.05950313373102771,0.05952380952380952
2024,1593179965,06-26-2020 15:59:25,7,1,7,1,2219,0.0595346025989725,0.05952380952380952
2025,1593179969,06-26-2020 15:59:29,9,1,9,0,2219,0.059023579201934705,0.05952380952380952
2026,1593179975,06-26-2020 15:59:35,1,1,1,0,2219,0.059050355360653256,0.05952380952380952
2027,1593179982,06-26-2020 15:59:42,2,1,2,0,2219,0.0590816249338074,0.05952380952380952
2028,1593179990,06-26-2020 15:59:50,3,1,3,0,2219,0.059117402164862616,0.05952380952380952
2029,1593179996,06-26-2020 15:59:56,6,1,6,0,2219,0.05914426353653919,0.05952380952380952
2030,1593180007,06-26-2020 16:00:07,2,1,2,0,2219,0.05919357283613764,0.05952380952380952
2031,1593180020,06-26-2020 16:00:20,7,1,7,0,2219,0.059251953569531904,0.05952380952380952
2032,1593180027,06-26-2020 16:00:27,4,1,4,0,2219,0.05928343707302262,0.05952380952380952
2033,1593180031,06-26-2020 16:00:31,1,1,1,0,2219,0.05930144267274108,0.05952380952380952
2034,1593180043,06-26-2020 16:00:43,0,1,0,0,2219,0.059355525155798755,0.05952380952380952
2035,1593180047,06-26-2020 16:00:47,0,1,0,0,2219,0.05937357457807511,0.05952380952380952
2036,1593180058,06-26-2020 16:00:58,6,1,6,0,2219,0.05942326713840067,0.05952380952380952
2037,1593180067,06-26-2020 16:01:07,5,1,5,0,2219,0.059463986599664995,0.05952380952380952
2038,1593180076,06-26-2020 16:01:16,4,1,4,0,2219,0.05950476190476191,0.05952380952380952
2039,1593180076,06-26-2020 16:01:16,3,1,3,0,2219,0.05950476190476191,0.05952380952380952
2040,1593180077,06-26-2020 16:01:17,5,1,5,0,2219,0.059509295946357815,0.05952380952380952
2041,1593180079,06-26-2020 16:01:19,5,1,5,0,2219,0.059518366102728246,0.05952380952380952
2042,1593180089,06-26-2020 16:01:29,2,1,2,1,2221,0.05956375838926174,0.05952380952380952
2043,1593180097,06-26-2020 16:01:37,1,1,1,0,2221,0.059447496947496944,0.05952380952380952
2044,1593180106,06-26-2020 16:01:46,4,1,4,0,2221,0.05948835433371516,0.05952380952380952
2045,1593180110,06-26-2020 16:01:50,2,1,2,0,2221,0.059506531204644414,0.05952380952380952
2046,1593180113,06-26-2020 16:01:53,11,1,11,0,2221,0.059520171149144256,0.05952380952380952
2047,1593180118,06-26-2020 16:01:58,5,1,5,1,2226,0.05954291829091187,0.05952380952380952
2048,1593180125,06-26-2020 16:02:05,2,1,2,0,2226,0.05919241358213521,0.05952380952380952
2049,1593180129,06-26-2020 16:02:09,4,1,4,0,2226,0.05921052631578947,0.05952380952380952
2050,1593180142,06-26-2020 16:02:22,2,1,2,0,2226,0.059269469331495524,0.05952380952380952
2051,1593180147,06-26-2020 16:02:27,0,1,0,0,2226,0.05929217098207446,0.05952380952380952
2052,1593180153,06-26-2020 16:02:33,11,1,11,0,2226,0.05931943592887799,0.05952380952380952
2053,1593180162,06-26-2020 16:02:42,4,1,4,0,2226,0.05936038039726973,0.05952380952380952
2054,1593180169,06-26-2020 16:02:49,5,1,5,0,2226,0.05939226519337017,0.05952380952380952
2055,1593180175,06-26-2020 16:02:55,9,1,9,0,2226,0.05941962229387379,0.05952380952380952
2056,1593180184,06-26-2020 16:03:04,4,1,4,0,2226,0.05946070523162019,0.05952380952380952
2057,1593180188,06-26-2020 16:03:08,1,1,1,0,2226,0.059478982555905634,0.05952380952380952
2058,1593180193,06-26-2020 16:03:13,4,1,4,0,2226,0.059501845018450183,0.05952380952380952
2059,1593180201,06-26-2020 16:03:21,9,1,9,1,2235,0.05953846153846154,0.05952380952380952
2060,1593180211,06-26-2020 16:03:31,5,1,5,0,2235,0.05889145496535797,0.05952380952380952
2061,1593180220,06-26-2020 16:03:40,2,1,2,0,2235,0.058932285648255145,0.05952380952380952
2062,1593180226,06-26-2020 16:03:46,2,1,2,0,2235,0.058959537572254334,0.05952380952380952
2063,1593180233,06-26-2020 16:03:53,5,1,5,0,2235,0.05899136335595311,0.05952380952380952
2064,1593180239,06-26-2020 16:03:59,7,1,7,0,2235,0.059018669958339764,0.05952380952380952
2065,1593180243,06-26-2020 16:04:03,5,1,5,0,2235,0.059036888408705045,0.05952380952380952
2066,1593180248,06-26-2020 16:04:08,2,1,2,0,2235,0.059059677294835175,0.05952380952380952
2067,1593180253,06-26-2020 16:04:13,10,1,10,0,2235,0.05908248378127896,0.05952380952380952
2068,1593180257,06-26-2020 16:04:17,4,1,4,0,2235,0.059100741656365884,0.05952380952380952
2069,1593180264,06-26-2020 16:04:24,1,1,1,0,2235,0.05913272010512484,0.05952380952380952
2070,1593180270,06-26-2020 16:04:30,7,1,7,0,2235,0.0591601577604207,0.05952380952380952
2071,1593180278,06-26-2020 16:04:38,6,1,6,0,2235,0.05919678093321984,0.05952380952380952
2072,1593181267,06-26-2020 16:21:07,0,1,0,1,2235,0.0641025641025641,0.05952380952380952
2073,1593181273,06-26-2020 16:21:13,1,1,1,1,2236,0.06413480885311872,0.05952380952380952
2074,1593181281,06-26-2020 16:21:21,4,1,4,1,2240,0.06409395973154362,0.05952380952380952
2075,1593181289,06-26-2020 16:21:29,3,1,3,1,2243,0.06380120886501008,0.05952380952380952
2076,1593181299,06-26-2020 16:21:39,5,1,5,1,2248,0.06360275583935474,0.05952380952380952
2077,1593181304,06-26-2020 16:21:44,5,1,5,1,2253,0.06320921240648904,0.05952380952380952
2078,1593182326,06-26-2020 16:38:46,5,1,5,1,2258,0.0686896551724138,0.05952380952380952
2079,1593182329,06-26-2020 16:38:49,6,1,6,1,2264,0.0682487122884474,0.05952380952380952
2080,1593182329,06-26-2020 16:38:49,3,1,3,1,2267,0.06769683590875644,0.05952380952380952
2081,1593182336,06-26-2020 16:38:56,7,1,7,1,2274,0.0674643350207087,0.05952380952380952
2082,1593182340,06-26-2020 16:39:00,0,1,0,1,2274,0.06684467360279901,0.05952380952380952
2083,1593182344,06-26-2020 16:39:04,13,1,13,1,2287,0.0668693009118541,0.05952380952380952
2084,1593182347,06-26-2020 16:39:07,5,1,5,1,2292,0.06569006817763037,0.05952380952380952
2085,1593182355,06-26-2020 16:39:15,1,1,1,1,2293,0.065277521666974,0.05952380952380952
2086,1593182357,06-26-2020 16:39:17,5,1,5,1,2298,0.06519734415344891,0.05952380952380952
2087,1593182361,06-26-2020 16:39:21,1,1,1,1,2299,0.06476014760147601,0.05952380952380952
2088,1593182370,06-26-2020 16:39:30,3,1,3,1,2302,0.06472163235158342,0.05952380952380952
2089,1593182370,06-26-2020 16:39:30,1,1,1,1,2303,0.06444464961684054,0.05952380952380952
2090,1593182377,06-26-2020 16:39:37,5,1,5,1,2308,0.06439393939393939,0.05952380952380952
2091,1593182380,06-26-2020 16:39:40,3,1,3,1,2311,0.06394972738194252,0.05952380952380952
2092,1593182383,06-26-2020 16:39:43,4,1,4,1,2315,0.06369014605287483,0.05952380952380952
2093,1593182386,06-26-2020 16:39:46,1,1,1,1,2316,0.06333795654184003,0.05952380952380952
2094,1593182388,06-26-2020 16:39:48,4,1,4,1,2320,0.06325719041894017,0.05952380952380952
2095,1593182392,06-26-2020 16:39:52,0,1,0,1,2320,0.06291053751503377,0.05952380952380952
2096,1593182399,06-26-2020 16:39:59,0,1,0,1,2320,0.06295130531383077,0.05952380952380952
2097,1593182402,06-26-2020 16:40:02,1,1,1,1,2321,0.06296879340679692,0.05952380952380952
2098,1593182402,06-26-2020 16:40:02,3,1,3,1,2324,0.06287619224002222,0.05952380952380952
